Company,Brand,Product,Actual,Budgeted,Dummy,Month,Year, Price (US/ TT) , A&P 
Food Centre St. Kitts,Supreme,3.78L,0,0,1,April,2022, $7.03 ,
Food Centre St. Kitts,Supreme,475ML,0,0,1,April,2022, $9.20 ,
Food Centre St. Kitts,Supreme,950ML,0,0,1,April,2022, $7.54 ,
Food Centre St. Kitts,Supreme,1.89L,100,0,1,May ,2022, $6.96 ,
Food Centre St. Kitts,Supreme,3.78L,230,0,1,May ,2022, $7.03 ,
Food Centre St. Kitts,Supreme,475ML,120,0,1,May ,2022, $9.20 ,
Food Centre St. Kitts,Supreme,950ML,100,0,1,May ,2022, $7.54 ,
Food Centre St. Kitts,Supreme,1.89L,0,0,1,June,2022, $6.96 ,
Food Centre St. Kitts,Supreme,3.78L,0,0,1,June,2022, $7.03 ,
Food Centre St. Kitts,Supreme,475ML,0,0,1,June,2022, $9.20 ,
Food Centre St. Kitts,Supreme,950ML,0,0,1,June,2022, $7.54 ,
Food Centre St. Kitts,Supreme,1.89L,0,75,0,July,2022, $6.96 ,
Food Centre St. Kitts,Supreme,3.78L,0,250,0,July,2022, $7.03 ,
Food Centre St. Kitts,Supreme,475ML,0,165,0,July,2022, $9.20 ,
Food Centre St. Kitts,Supreme,950ML,0,110,0,July,2022, $7.54 ,
Food Centre St. Kitts,Supreme,1.89L,0,0,1,August,2022, $6.96 ,
Food Centre St. Kitts,Supreme,3.78L,0,0,1,August,2022, $7.03 ,
Food Centre St. Kitts,Supreme,475ML,0,0,1,August,2022, $9.20 ,
Food Centre St. Kitts,Supreme,950ML,0,0,1,August,2022, $7.54 ,
Food Centre St. Kitts,Supreme,1.89L,0,0,1,September,2022, $7.17 ,
Food Centre St. Kitts,Supreme,3.78L,0,0,1,September,2022, $7.25 ,
Food Centre St. Kitts,Supreme,475ML,0,0,1,September,2022, $9.48 ,
Food Centre St. Kitts,Supreme,950ML,0,0,1,September,2022, $7.76 ,
Food Centre St. Kitts,Supreme,1.89L,100,75,1,October,2022, $7.17 ,
Food Centre St. Kitts,Supreme,3.78L,230,250,0,October,2022, $7.25 ,
Food Centre St. Kitts,Supreme,475ML,120,165,0,October,2022, $9.48 ,
Food Centre St. Kitts,Supreme,950ML,100,110,0,October,2022, $7.76 ,
Food Centre St. Kitts,Supreme,1.89L,0,0,1,November,2022, $7.17 ,
Food Centre St. Kitts,Supreme,3.78L,0,0,1,November,2022, $7.25 ,
Food Centre St. Kitts,Supreme,475ML,0,0,1,November,2022, $9.48 ,
Food Centre St. Kitts,Supreme,950ML,0,0,1,November,2022, $7.76 ,
Food Centre St. Kitts,Supreme,1.89L,0,75,0,December,2022, $7.17 ,
Food Centre St. Kitts,Supreme,3.78L,0,250,0,December,2022, $7.25 ,
Food Centre St. Kitts,Supreme,475ML,0,165,0,December,2022, $9.48 ,
Food Centre St. Kitts,Supreme,950ML,0,110,0,December,2022, $7.76 ,
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,0,0,1,January,2022, $6.48 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,0,0,1,January,2022, $6.51 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,0,0,1,January,2022, $8.19 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,0,0,1,January,2022, $7.16 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,0,200,0,February,2022, $6.48 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,690,325,1,February,2022, $6.51 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,0,250,0,February,2022, $8.19 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,200,75,1,February,2022, $7.16 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,0,0,1,March,2022, $6.48 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,0,0,1,March,2022, $6.51 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,0,0,1,March,2022, $8.19 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,0,0,1,March,2022, $7.16 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,133,200,0,April,2022, $6.48 , $171.50 
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,675,225,1,April,2022, $6.51 , $171.50 
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,40,175,0,April,2022, $8.19 , $171.50 
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,75,250,0,April,2022, $7.16 , $171.50 
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,0,0,1,May,2022, $6.48 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,0,0,1,May,2022, $6.51 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,0,0,1,May,2022, $8.19 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,0,0,1,May,2022, $7.16 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,0,175,0,June,2022, $6.48 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,0,375,0,June,2022, $6.51 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,0,130,0,June,2022, $8.19 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,0,175,0,June,2022, $7.16 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,100,0,1,July,2022, $6.48 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,600,0,1,July,2022, $6.51 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,100,0,1,July,2022, $8.19 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,100,0,1,July,2022, $7.16 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,0,175,0,August,2022, $6.48 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,0,340,0,August,2022, $6.51 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,0,140,0,August,2022, $8.19 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,0,200,0,August,2022, $7.16 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,150,190,0,September,2022, $6.67 , $11.00 
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,600,350,1,September,2022, $6.71 , $11.00 
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,65,140,0,September,2022, $8.44 , $11.00 
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,50,175,0,September,2022, $7.37 , $11.00 
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,150,0,1,October,2022, $6.67 , $33.00 
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,280,0,1,October,2022, $6.71 , $33.00 
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,280,0,1,October,2022, $8.44 , $33.00 
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,240,0,1,October,2022, $7.37 , $33.00 
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,0,140,0,November,2022, $6.67 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,0,400,0,November,2022, $6.71 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,0,125,0,November,2022, $8.44 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,0,180,0,November,2022, $7.37 , $-   
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,0,140,0,December,2022, $6.67 , $343.50 
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,0,400,0,December,2022, $6.71 , $343.50 
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,0,125,0,December,2022, $8.44 , $343.50 
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,0,180,0,December,2022, $7.37 , $343.50 
Gk Foods & Services Limited,Spotless,1.89L,590,100,1,January,2022, $5.32 , $240.44 
Gk Foods & Services Limited,Spotless,3.78L,485,300,1,January,2022, $5.59 , $240.44 
Gk Foods & Services Limited,Spotless,475ML,1615,972,1,January,2022, $6.20 , $240.44 
Gk Foods & Services Limited,Spotless,950ML,854,400,1,January,2022, $5.46 , $240.44 
Gk Foods & Services Limited,Spotless,1.89L,716,100,1,February,2022, $5.32 , $-   
Gk Foods & Services Limited,Spotless,3.78L,810,300,1,February,2022, $5.59 , $-   
Gk Foods & Services Limited,Spotless,475ML,897,972,0,February,2022, $6.20 , $-   
Gk Foods & Services Limited,Spotless,950ML,1121,400,1,February,2022, $5.46 , $-   
Gk Foods & Services Limited,Spotless,1.89L,100,540,0,March,2022, $5.32 , $34.54 
Gk Foods & Services Limited,Spotless,3.78L,200,560,0,March,2022, $5.59 , $34.54 
Gk Foods & Services Limited,Spotless,475ML,1000,800,1,March,2022, $6.20 , $34.54 
Gk Foods & Services Limited,Spotless,950ML,472,1500,0,March,2022, $5.46 , $34.54 
Gk Foods & Services Limited,Spotless,1.89L,392,520,0,April,2022, $5.32 , $311.50 
Gk Foods & Services Limited,Spotless,3.78L,194,800,0,April,2022, $5.59 , $311.50 
Gk Foods & Services Limited,Spotless,475ML,521,620,0,April,2022, $6.20 , $311.50 
Gk Foods & Services Limited,Spotless,950ML,671,1500,0,April,2022, $5.46 , $311.50 
Gk Foods & Services Limited,Spotless,1.89L,80,100,0,May,2022, $5.32 , $-   
Gk Foods & Services Limited,Spotless,3.78L,100,300,0,May,2022, $5.59 , $-   
Gk Foods & Services Limited,Spotless,475ML,1050,972,1,May,2022, $6.20 , $-   
Gk Foods & Services Limited,Spotless,950ML,598,400,1,May,2022, $5.46 , $-   
Gk Foods & Services Limited,Spotless,1.89L,471,100,1,June,2022, $5.32 , $-   
Gk Foods & Services Limited,Spotless,3.78L,524,300,1,June,2022, $5.59 , $-   
Gk Foods & Services Limited,Spotless,475ML,1810,972,1,June,2022, $6.20 , $-   
Gk Foods & Services Limited,Spotless,950ML,812,400,1,June,2022, $5.46 , $-   
Gk Foods & Services Limited,Spotless,1.89L,180,100,1,July,2022, $5.32 , $-   
Gk Foods & Services Limited,Spotless,3.78L,329,300,1,July,2022, $5.59 , $-   
Gk Foods & Services Limited,Spotless,475ML,701,972,0,July,2022, $6.20 , $-   
Gk Foods & Services Limited,Spotless,950ML,562,400,1,July,2022, $5.46 , $-   
Gk Foods & Services Limited,Spotless,1.89L,949,100,1,August,2022, $5.32 , $-   
Gk Foods & Services Limited,Spotless,3.78L,488,300,1,August,2022, $5.59 , $-   
Gk Foods & Services Limited,Spotless,475ML,2100,972,1,August,2022, $6.20 , $-   
Gk Foods & Services Limited,Spotless,950ML,1882,400,1,August,2022, $5.46 , $-   
Gk Foods & Services Limited,Spotless,1.89L,0,100,0,September,2022, $5.48 , $-   
Gk Foods & Services Limited,Spotless,3.78L,0,300,0,September,2022, $5.76 , $-   
Gk Foods & Services Limited,Spotless,475ML,0,972,0,September,2022, $6.39 , $-   
Gk Foods & Services Limited,Spotless,950ML,0,400,0,September,2022, $5.62 , $-   
Gk Foods & Services Limited,Spotless,1.89L,377,540,0,October,2022, $5.48 , $271.25 
Gk Foods & Services Limited,Spotless,3.78L,1041,560,1,October,2022, $5.76 , $271.25 
Gk Foods & Services Limited,Spotless,475ML,1305,800,1,October,2022, $6.39 , $271.25 
Gk Foods & Services Limited,Spotless,950ML,821,1500,0,October,2022, $5.62 , $271.25 
Gk Foods & Services Limited,Spotless,1.89L,100,520,0,November,2022, $5.48 , $458.22 
Gk Foods & Services Limited,Spotless,3.78L,160,800,0,November,2022, $5.76 , $458.22 
Gk Foods & Services Limited,Spotless,475ML,1000,620,1,November,2022, $6.39 , $458.22 
Gk Foods & Services Limited,Spotless,950ML,590,1500,0,November,2022, $5.62 , $458.22 
Gk Foods & Services Limited,Spotless,1.89L,250,100,1,December,2022, $5.48 , $572.12 
Gk Foods & Services Limited,Spotless,3.78L,222,300,0,December,2022, $5.76 , $572.12 
Gk Foods & Services Limited,Spotless,475ML,1100,972,1,December,2022, $6.39 , $572.12 
Gk Foods & Services Limited,Spotless,950ML,300,400,0,December,2022, $5.62 , $572.12 
Goodwill Agencies,Clean & White,1.89L,0,0,1,January,2022, $7.32 ,
Goodwill Agencies,Clean & White,3.78L,0,0,1,January,2022, $6.69 ,
Goodwill Agencies,Clean & White,475ML,0,0,1,January,2022, $10.00 ,
Goodwill Agencies,Clean & White,950ML,0,0,1,January,2022, $8.59 ,
Goodwill Agencies,Clean & White,1.89L,350,400,0,February,2022, $7.32 ,
Goodwill Agencies,Clean & White,3.78L,850,700,1,February,2022, $6.69 ,
Goodwill Agencies,Clean & White,475ML,175,225,0,February,2022, $10.00 ,
Goodwill Agencies,Clean & White,950ML,275,300,0,February,2022, $8.59 ,
Goodwill Agencies,Clean & White,1.89L,0,0,1,March,2022, $7.32 ,
Goodwill Agencies,Clean & White,3.78L,0,0,1,March,2022, $6.69 ,
Goodwill Agencies,Clean & White,475ML,0,0,1,March,2022, $10.00 ,
Goodwill Agencies,Clean & White,950ML,0,0,1,March,2022, $8.59 ,
Goodwill Agencies,Clean & White,1.89L,0,400,0,April,2022, $7.32 ,
Goodwill Agencies,Clean & White,3.78L,0,700,0,April,2022, $6.69 ,
Goodwill Agencies,Clean & White,475ML,0,225,0,April,2022, $10.00 ,
Goodwill Agencies,Clean & White,950ML,0,300,0,April,2022, $8.59 ,
Goodwill Agencies,Clean & White,1.89L,350,0,1,May,2022, $7.32 ,
Goodwill Agencies,Clean & White,3.78L,850,0,1,May,2022, $6.69 ,
Goodwill Agencies,Clean & White,475ML,175,0,1,May,2022, $10.00 ,
Goodwill Agencies,Clean & White,950ML,275,0,1,May,2022, $8.59 ,
Goodwill Agencies,Clean & White,1.89L,0,400,0,June,2022, $7.32 ,
Goodwill Agencies,Clean & White,3.78L,0,700,0,June,2022, $6.69 ,
Goodwill Agencies,Clean & White,475ML,0,225,0,June,2022, $10.00 ,
Goodwill Agencies,Clean & White,950ML,0,300,0,June,2022, $8.59 ,
Goodwill Agencies,Clean & White,1.89L,350,0,1,July,2022, $7.32 ,
Goodwill Agencies,Clean & White,3.78L,850,0,1,July,2022, $6.69 ,
Goodwill Agencies,Clean & White,475ML,200,0,1,July,2022, $10.00 ,
Goodwill Agencies,Clean & White,950ML,275,0,1,July,2022, $8.59 ,
Goodwill Agencies,Clean & White,1.89L,0,400,0,August,2022, $7.32 ,
Goodwill Agencies,Clean & White,3.78L,0,700,0,August,2022, $6.69 ,
Goodwill Agencies,Clean & White,475ML,0,225,0,August,2022, $10.00 ,
Goodwill Agencies,Clean & White,950ML,0,300,0,August,2022, $8.59 ,
Goodwill Agencies,Clean & White,1.89L,300,0,1,September,2022, $7.54 ,
Goodwill Agencies,Clean & White,3.78L,800,0,1,September,2022, $6.90 ,
Goodwill Agencies,Clean & White,475ML,250,0,1,September,2022, $10.30 ,
Goodwill Agencies,Clean & White,950ML,350,0,1,September,2022, $8.84 ,
Goodwill Agencies,Clean & White,1.89L,0,400,0,October,2022, $7.54 ,
Goodwill Agencies,Clean & White,3.78L,0,700,0,October,2022, $6.90 ,
Goodwill Agencies,Clean & White,475ML,0,225,0,October,2022, $10.30 ,
Goodwill Agencies,Clean & White,950ML,0,300,0,October,2022, $8.84 ,
Goodwill Agencies,Clean & White,1.89L,0,0,1,November,2022, $7.54 ,
Goodwill Agencies,Clean & White,3.78L,0,0,1,November,2022, $6.90 ,
Goodwill Agencies,Clean & White,475ML,0,2,0,November,2022, $10.30 ,
Goodwill Agencies,Clean & White,950ML,0,0,1,November,2022, $8.84 ,
Goodwill Agencies,Clean & White,1.89L,300,400,0,December,2022, $7.54 ,
Goodwill Agencies,Clean & White,3.78L,830,700,1,December,2022, $6.90 ,
Goodwill Agencies,Clean & White,475ML,250,225,1,December,2022, $10.30 ,
Goodwill Agencies,Clean & White,950ML,300,300,1,December,2022, $8.84 ,
Hand Arnold,Clorox,1.89L,2899,2500,1,January,2022, $8.27 ,
Hand Arnold,Clorox,3.78L,4973,4000,1,January,2022, $9.31 ,
Hand Arnold,Clorox,475ML,520,500,1,January,2022, $7.87 ,
Hand Arnold,Clorox,950ML,1738,1000,1,January,2022, $7.49 ,
Hand Arnold,Clorox,1.89L,1007,2000,0,February,2022, $8.27 ,
Hand Arnold,Clorox,3.78L,0,3000,0,February,2022, $9.31 ,
Hand Arnold,Clorox,475ML,0,0,1,February,2022, $7.87 ,
Hand Arnold,Clorox,950ML,0,1000,0,February,2022, $7.49 ,
Hand Arnold,Clorox,1.89L,1124,3500,0,March,2022, $8.27 ,
Hand Arnold,Clorox,3.78L,3752,5500,0,March,2022, $9.31 ,
Hand Arnold,Clorox,475ML,523,500,1,March,2022, $7.87 ,
Hand Arnold,Clorox,950ML,1514,1500,1,March,2022, $7.49 ,
Hand Arnold,Clorox,1.89L,996,3500,0,April,2022, $8.27 ,
Hand Arnold,Clorox,3.78L,1775,5500,0,April,2022, $9.31 ,
Hand Arnold,Clorox,475ML,,0,1,April,2022, $7.87 ,
Hand Arnold,Clorox,950ML,1225,1500,0,April,2022, $7.49 ,
Hand Arnold,Clorox,1.89L,1206,3500,0,May ,2022, $8.27 ,
Hand Arnold,Clorox,3.78L,3722,5500,0,May ,2022, $9.31 ,
Hand Arnold,Clorox,475ML,326,500,0,May ,2022, $7.87 ,
Hand Arnold,Clorox,950ML,2230,1500,1,May ,2022, $7.49 ,
Hand Arnold,Clorox,1.89L,1945,3500,0,June,2022, $8.27 ,
Hand Arnold,Clorox,3.78L,5059,5500,0,June,2022, $9.31 ,
Hand Arnold,Clorox,475ML,1005,0,1,June,2022, $7.87 ,
Hand Arnold,Clorox,950ML,0,1500,0,June,2022, $7.49 ,
Hand Arnold,Clorox,1.89L,1076,3500,0,July,2022, $8.27 ,
Hand Arnold,Clorox,3.78L,0,5500,0,July,2022, $9.31 ,
Hand Arnold,Clorox,475ML,596,500,1,July,2022, $7.87 ,
Hand Arnold,Clorox,950ML,1530,1500,1,July,2022, $7.49 ,
Hand Arnold,Clorox,1.89L,3732,3500,1,August,2022, $8.27 ,
Hand Arnold,Clorox,3.78L,0,5500,0,August,2022, $9.31 ,
Hand Arnold,Clorox,475ML,500,0,1,August,2022, $7.87 ,
Hand Arnold,Clorox,950ML,1519,1500,1,August,2022, $7.49 ,
Hand Arnold,Clorox,1.89L,4358,3500,1,September,2022, $8.96 ,
Hand Arnold,Clorox,3.78L,2037,5500,0,September,2022, $10.40 ,
Hand Arnold,Clorox,475ML,1103,500,1,September,2022, $11.11 ,
Hand Arnold,Clorox,950ML,3081,1500,1,September,2022, $9.73 ,
Hand Arnold,Clorox,1.89L,3897,5000,0,October,2022, $8.96 ,
Hand Arnold,Clorox,3.78L,6184,7000,0,October,2022, $10.40 ,
Hand Arnold,Clorox,475ML,456,0,1,October,2022, $11.11 ,
Hand Arnold,Clorox,950ML,1592,1500,1,October,2022, $9.73 ,
Hand Arnold,Clorox,1.89L,3896,6000,0,November,2022, $8.96 ,
Hand Arnold,Clorox,3.78L,5523,8000,0,November,2022, $10.40 ,
Hand Arnold,Clorox,475ML,0,500,0,November,2022, $11.11 ,
Hand Arnold,Clorox,950ML,1520,1500,1,November,2022, $9.73 ,
Hand Arnold,Clorox,1.89L,43,5000,0,December,2022, $8.96 ,
Hand Arnold,Clorox,3.78L,4984,7000,0,December,2022, $10.40 ,
Hand Arnold,Clorox,475ML,0,500,0,December,2022, $11.11 ,
Hand Arnold,Clorox,950ML,1224,1500,0,December,2022, $9.73 ,
Hand Arnold,Klene,1.89L,120,120,1,January,2022, $9.68 ,
Hand Arnold,Klene,3.78L,144,240,0,January,2022, $10.49 ,
Hand Arnold,Klene,475ML,0,54,0,January,2022, $12.25 ,
Hand Arnold,Klene,950ML,112,112,1,January,2022, $9.78 ,
Hand Arnold,Klene,1.89L,0,120,0,February,2022, $9.68 ,
Hand Arnold,Klene,3.78L,288,240,1,February,2022, $10.49 ,
Hand Arnold,Klene,475ML,0,54,0,February,2022, $12.25 ,
Hand Arnold,Klene,950ML,0,112,0,February,2022, $9.78 ,
Hand Arnold,Klene,1.89L,180,180,1,March,2022, $9.68 ,
Hand Arnold,Klene,3.78L,0,300,0,March,2022, $10.49 ,
Hand Arnold,Klene,475ML,162,54,1,March,2022, $12.25 ,
Hand Arnold,Klene,950ML,112,168,0,March,2022, $9.78 ,
Hand Arnold,Klene,1.89L,180,180,1,April,2022, $9.68 ,
Hand Arnold,Klene,3.78L,360,300,1,April,2022, $10.49 ,
Hand Arnold,Klene,475ML,54,54,1,April,2022, $12.25 ,
Hand Arnold,Klene,950ML,112,168,0,April,2022, $9.78 ,
Hand Arnold,Klene,1.89L,119,180,0,May ,2022, $9.68 ,
Hand Arnold,Klene,3.78L,324,300,1,May ,2022, $10.49 ,
Hand Arnold,Klene,475ML,108,54,1,May ,2022, $12.25 ,
Hand Arnold,Klene,950ML,167,168,0,May ,2022, $9.78 ,
Hand Arnold,Klene,1.89L,180,180,1,June,2022, $9.68 ,
Hand Arnold,Klene,3.78L,288,300,0,June,2022, $10.49 ,
Hand Arnold,Klene,475ML,108,54,1,June,2022, $12.25 ,
Hand Arnold,Klene,950ML,168,168,1,June,2022, $9.78 ,
Hand Arnold,Klene,1.89L,180,180,1,July,2022, $9.68 ,
Hand Arnold,Klene,3.78L,288,300,0,July,2022, $10.49 ,
Hand Arnold,Klene,475ML,110,54,1,July,2022, $12.25 ,
Hand Arnold,Klene,950ML,112,168,0,July,2022, $9.78 ,
Hand Arnold,Klene,1.89L,0,180,0,August,2022, $9.68 ,
Hand Arnold,Klene,3.78L,0,300,0,August,2022, $10.49 ,
Hand Arnold,Klene,475ML,52,54,0,August,2022, $12.25 ,
Hand Arnold,Klene,950ML,0,168,0,August,2022, $9.78 ,
Hand Arnold,Klene,1.89L,180,180,1,September,2022, $10.06 ,
Hand Arnold,Klene,3.78L,252,300,0,September,2022, $10.91 ,
Hand Arnold,Klene,475ML,162,54,1,September,2022, $12.74 ,
Hand Arnold,Klene,950ML,168,168,1,September,2022, $10.17 ,
Hand Arnold,Klene,1.89L,300,240,1,October,2022, $10.06 ,
Hand Arnold,Klene,3.78L,720,360,1,October,2022, $10.91 ,
Hand Arnold,Klene,475ML,162,108,1,October,2022, $12.74 ,
Hand Arnold,Klene,950ML,224,224,1,October,2022, $10.17 ,
Hand Arnold,Klene,1.89L,0,300,0,November,2022, $10.06 ,
Hand Arnold,Klene,3.78L,249,360,0,November,2022, $10.91 ,
Hand Arnold,Klene,475ML,162,162,1,November,2022, $12.74 ,
Hand Arnold,Klene,950ML,168,224,0,November,2022, $10.17 ,
Hand Arnold,Klene,1.89L,360,300,1,December,2022, $10.06 ,
Hand Arnold,Klene,3.78L,396,360,1,December,2022, $10.91 ,
Hand Arnold,Klene,475ML,108,162,0,December,2022, $12.74 ,
Hand Arnold,Klene,950ML,280,224,1,December,2022, $10.17 ,
Happi Products Ltd,Sparklean,1.89L,2640,2000,1,January,2022, $8.53 ,
Happi Products Ltd,Sparklean,3.78L,2518,3000,0,January,2022, $10.00 ,
Happi Products Ltd,Sparklean,475ML,1727,1000,1,January,2022, $10.58 ,
Happi Products Ltd,Sparklean,950ML,1594,2000,0,January,2022, $9.27 ,
Happi Products Ltd,Sparklean,1.89L,1062,2000,0,February,2022, $8.53 ,
Happi Products Ltd,Sparklean,3.78L,988,3000,0,February,2022, $10.00 ,
Happi Products Ltd,Sparklean,475ML,1470,1000,1,February,2022, $10.58 ,
Happi Products Ltd,Sparklean,950ML,1076,2000,0,February,2022, $9.27 ,
Happi Products Ltd,Sparklean,1.89L,1068,2500,0,March,2022, $8.53 ,
Happi Products Ltd,Sparklean,3.78L,2252,3300,0,March,2022, $10.00 ,
Happi Products Ltd,Sparklean,475ML,2043,1500,1,March,2022, $10.58 ,
Happi Products Ltd,Sparklean,950ML,2172,2000,1,March,2022, $9.27 ,
Happi Products Ltd,Sparklean,1.89L,3095,2500,1,April,2022, $8.53 ,
Happi Products Ltd,Sparklean,3.78L,1349,3300,0,April,2022, $10.00 ,
Happi Products Ltd,Sparklean,475ML,1074,1500,0,April,2022, $10.58 ,
Happi Products Ltd,Sparklean,950ML,2724,2000,1,April,2022, $9.27 ,
Happi Products Ltd,Sparklean,1.89L,1000,2500,0,May,2022, $8.53 ,
Happi Products Ltd,Sparklean,3.78L,3368,3300,1,May,2022, $10.00 ,
Happi Products Ltd,Sparklean,475ML,0,1500,0,May,2022, $10.58 ,
Happi Products Ltd,Sparklean,950ML,1256,2000,0,May,2022, $9.27 ,
Happi Products Ltd,Sparklean,1.89L,2288,2500,0,June,2022, $8.53 ,
Happi Products Ltd,Sparklean,3.78L,2051,3300,0,June,2022, $10.00 ,
Happi Products Ltd,Sparklean,475ML,2005,1500,1,June,2022, $10.58 ,
Happi Products Ltd,Sparklean,950ML,2773,2000,1,June,2022, $9.27 ,
Happi Products Ltd,Sparklean,1.89L,1150,2500,0,July,2022, $8.53 ,
Happi Products Ltd,Sparklean,3.78L,1496,3300,0,July,2022, $10.00 ,
Happi Products Ltd,Sparklean,475ML,2346,1500,1,July,2022, $10.58 ,
Happi Products Ltd,Sparklean,950ML,2483,2000,1,July,2022, $9.27 ,
Happi Products Ltd,Sparklean,1.89L,983,2500,0,August,2022, $8.53 ,
Happi Products Ltd,Sparklean,3.78L,1494,3300,0,August,2022, $10.00 ,
Happi Products Ltd,Sparklean,475ML,1656,1500,1,August,2022, $10.58 ,
Happi Products Ltd,Sparklean,950ML,1400,2000,0,August,2022, $9.27 ,
Happi Products Ltd,Sparklean,1.89L,1488,2500,0,September,2022, $8.96 ,
Happi Products Ltd,Sparklean,3.78L,996,3300,0,September,2022, $10.40 ,
Happi Products Ltd,Sparklean,475ML,1500,1500,1,September,2022, $11.11 ,
Happi Products Ltd,Sparklean,950ML,1999,2000,0,September,2022, $9.73 ,
Happi Products Ltd,Sparklean,1.89L,1984,3000,0,October,2022, $8.96 ,
Happi Products Ltd,Sparklean,3.78L,3960,3500,1,October,2022, $10.40 ,
Happi Products Ltd,Sparklean,475ML,1982,1500,1,October,2022, $11.11 ,
Happi Products Ltd,Sparklean,950ML,1999,2000,0,October,2022, $9.73 ,
Happi Products Ltd,Sparklean,1.89L,1974,3000,0,November,2022, $8.96 ,
Happi Products Ltd,Sparklean,3.78L,3574,4000,0,November,2022, $10.40 ,
Happi Products Ltd,Sparklean,475ML,1982,1500,1,November,2022, $11.11 ,
Happi Products Ltd,Sparklean,950ML,643,2000,0,November,2022, $9.73 ,
Happi Products Ltd,Sparklean,1.89L,1990,2000,0,December,2022, $8.96 ,
Happi Products Ltd,Sparklean,3.78L,1911,3300,0,December,2022, $10.40 ,
Happi Products Ltd,Sparklean,475ML,649,1000,0,December,2022, $11.11 ,
Happi Products Ltd,Sparklean,950ML,1006,2000,0,December,2022, $9.73 ,
Harmony Investments Ltd,Spotless,1.89L,0,0,1,January,2022, $6.76 ,
Harmony Investments Ltd,Spotless,3.78L,0,0,1,January,2022, $6.63 ,
Harmony Investments Ltd,Spotless,475ML,0,0,1,January,2022, $9.74 ,
Harmony Investments Ltd,Spotless,950ML,0,0,1,January,2022, $7.73 ,
Harmony Investments Ltd,Spotless,1.89L,300,400,0,February,2022, $6.76 ,
Harmony Investments Ltd,Spotless,3.78L,800,800,1,February,2022, $6.63 ,
Harmony Investments Ltd,Spotless,475ML,300,300,1,February,2022, $9.74 ,
Harmony Investments Ltd,Spotless,950ML,300,200,1,February,2022, $7.73 ,
Harmony Investments Ltd,Spotless,1.89L,0,0,1,March,2022, $6.76 ,
Harmony Investments Ltd,Spotless,3.78L,0,0,1,March,2022, $6.63 ,
Harmony Investments Ltd,Spotless,475ML,0,0,1,March,2022, $9.74 ,
