Company,Brand,Product,Actual,Budgeted,Dummy,Month,Year, Price (US/ TT) , A&P 
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,100,0,1,November,2019, $6.23 ,
George F. Huggins & Company (Grenada) Ltd,Spotless,1.89L,0,150,0,December,2019, $5.75 ,
George F. Huggins & Company (Grenada) Ltd,Spotless,3.78L,0,250,0,December,2019, $5.71 ,
George F. Huggins & Company (Grenada) Ltd,Spotless,475ML,0,300,0,December,2019, $7.13 ,
George F. Huggins & Company (Grenada) Ltd,Spotless,950ML,0,250,0,December,2019, $6.23 ,
Gk Foods & Services Limited,Spotless,1.89L,291,0,1,January,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,182,0,1,January,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,916,0,1,January,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,391,0,1,January,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,249,650,0,February,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,348,400,0,February,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,2165,1400,1,February,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,800,1000,0,February,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,173,325,0,March,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,185,200,0,March,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,970,700,1,March,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,450,500,0,March,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,217,650,0,April,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,213,400,0,April,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,595,1400,0,April,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,747,1000,0,April,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,242,325,0,May,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,289,200,1,May,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,672,700,0,May,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,569,500,1,May,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,195,650,0,June,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,277,400,0,June,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,858,1400,0,June,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,442,1000,0,June,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,308,0,1,July,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,273,0,1,July,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,304,0,1,July,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,887,0,1,July,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,361,650,0,August,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,491,400,1,August,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,1855,1400,1,August,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,837,1000,0,August,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,180,325,0,September,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,200,200,1,September,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,500,700,0,September,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,900,500,1,September,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,412,650,0,October,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,449,400,1,October,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,2332,1400,1,October,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,381,1000,0,October,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,110,325,0,November,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,100,200,0,November,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,1189,700,1,November,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,420,500,0,November,2019, $4.84 ,
Gk Foods & Services Limited,Spotless,1.89L,163,650,0,December,2019, $4.88 ,
Gk Foods & Services Limited,Spotless,3.78L,300,400,0,December,2019, $5.08 ,
Gk Foods & Services Limited,Spotless,475ML,684,1400,0,December,2019, $5.50 ,
Gk Foods & Services Limited,Spotless,950ML,625,1000,0,December,2019, $4.84 ,
Goodwill Agencies,Clean & White,1.89L,0,175,0,January,2019, $6.55 ,
Goodwill Agencies,Clean & White,3.78L,0,330,0,January,2019, $5.89 ,
Goodwill Agencies,Clean & White,475ML,0,140,0,January,2019, $8.86 ,
Goodwill Agencies,Clean & White,950ML,0,175,0,January,2019, $7.59 ,
Goodwill Agencies,Clean & White,1.89L,325,0,1,February,2019, $6.55 ,
Goodwill Agencies,Clean & White,3.78L,645,0,1,February,2019, $5.89 ,
Goodwill Agencies,Clean & White,475ML,300,0,1,February,2019, $8.86 ,
Goodwill Agencies,Clean & White,950ML,375,0,1,February,2019, $7.59 ,
Goodwill Agencies,Clean & White,1.89L,350,325,1,March,2019, $6.55 ,
Goodwill Agencies,Clean & White,3.78L,635,660,0,March,2019, $5.89 ,
Goodwill Agencies,Clean & White,475ML,265,280,0,March,2019, $8.86 ,
Goodwill Agencies,Clean & White,950ML,390,350,1,March,2019, $7.59 ,
Goodwill Agencies,Clean & White,1.89L,0,325,0,May,2019, $6.55 ,
Goodwill Agencies,Clean & White,3.78L,0,660,0,May,2019, $5.89 ,
Goodwill Agencies,Clean & White,475ML,0,280,0,May,2019, $8.86 ,
Goodwill Agencies,Clean & White,950ML,0,350,0,May,2019, $7.59 ,
Goodwill Agencies,Clean & White,1.89L,350,0,1,June,2019, $6.55 ,
Goodwill Agencies,Clean & White,3.78L,680,0,1,June,2019, $5.89 ,
Goodwill Agencies,Clean & White,475ML,265,0,1,June,2019, $8.86 ,
Goodwill Agencies,Clean & White,950ML,350,0,1,June,2019, $7.59 ,
Goodwill Agencies,Clean & White,1.89L,375,325,1,July,2019, $6.55 ,
Goodwill Agencies,Clean & White,3.78L,650,660,0,July,2019, $5.89 ,
Goodwill Agencies,Clean & White,475ML,265,280,0,July,2019, $8.86 ,
Goodwill Agencies,Clean & White,950ML,350,350,1,July,2019, $7.59 ,
Goodwill Agencies,Clean & White,1.89L,0,325,0,September,2019, $6.55 ,
Goodwill Agencies,Clean & White,3.78L,0,660,0,September,2019, $5.89 ,
Goodwill Agencies,Clean & White,475ML,0,280,0,September,2019, $8.86 ,
Goodwill Agencies,Clean & White,950ML,0,350,0,September,2019, $7.59 ,
Goodwill Agencies,Clean & White,1.89L,300,0,1,October,2019, $6.55 ,
Goodwill Agencies,Clean & White,3.78L,675,0,1,October,2019, $5.89 ,
Goodwill Agencies,Clean & White,475ML,300,0,1,October,2019, $8.86 ,
Goodwill Agencies,Clean & White,950ML,375,0,1,October,2019, $7.59 ,
Goodwill Agencies,Clean & White,1.89L,300,325,0,December,2019, $6.55 ,
Goodwill Agencies,Clean & White,3.78L,675,660,1,December,2019, $5.89 ,
Goodwill Agencies,Clean & White,475ML,350,280,1,December,2019, $8.86 ,
Goodwill Agencies,Clean & White,950ML,325,350,0,December,2019, $7.59 ,
H H V  Whitchurch & Co Ltd,Supreme,1.89L,250,300,0,February,2019, $6.75 ,
H H V  Whitchurch & Co Ltd,Supreme,3.78L,250,250,1,February,2019, $6.56 ,
H H V  Whitchurch & Co Ltd,Supreme,475ML,210,200,1,February,2019, $8.42 ,
H H V  Whitchurch & Co Ltd,Supreme,950ML,250,200,1,February,2019, $7.36 ,
H H V  Whitchurch & Co Ltd,Supreme,1.89L,0,300,0,April,2019, $6.75 ,
H H V  Whitchurch & Co Ltd,Supreme,3.78L,0,250,0,April,2019, $6.56 ,
H H V  Whitchurch & Co Ltd,Supreme,475ML,0,200,0,April,2019, $8.42 ,
H H V  Whitchurch & Co Ltd,Supreme,950ML,0,200,0,April,2019, $7.36 ,
H H V  Whitchurch & Co Ltd,Supreme,1.89L,300,0,1,May,2019, $6.75 ,
H H V  Whitchurch & Co Ltd,Supreme,3.78L,375,0,1,May,2019, $6.56 ,
H H V  Whitchurch & Co Ltd,Supreme,950ML,275,0,1,May,2019, $7.36 ,
H H V  Whitchurch & Co Ltd,Supreme,1.89L,0,300,0,June,2019, $6.75 ,
H H V  Whitchurch & Co Ltd,Supreme,3.78L,0,250,0,June,2019, $6.56 ,
H H V  Whitchurch & Co Ltd,Supreme,475ML,0,200,0,June,2019, $8.42 ,
H H V  Whitchurch & Co Ltd,Supreme,950ML,0,200,0,June,2019, $7.36 ,
H H V  Whitchurch & Co Ltd,Supreme,1.89L,250,300,0,September,2019, $6.75 ,
H H V  Whitchurch & Co Ltd,Supreme,3.78L,300,250,1,September,2019, $6.56 ,
H H V  Whitchurch & Co Ltd,Supreme,475ML,200,200,1,September,2019, $8.42 ,
H H V  Whitchurch & Co Ltd,Supreme,950ML,200,200,1,September,2019, $7.36 ,
H H V  Whitchurch & Co Ltd,Supreme,1.89L,0,300,0,December,2019, $6.75 ,
H H V  Whitchurch & Co Ltd,Supreme,3.78L,0,250,0,December,2019, $6.56 ,
H H V  Whitchurch & Co Ltd,Supreme,475ML,0,200,0,December,2019, $8.42 ,
H H V  Whitchurch & Co Ltd,Supreme,950ML,0,200,0,December,2019, $7.36 ,
Hand Arnold,Clorox,1.89L,1100,1800,0,January,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,2112,2000,1,January,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,January,2019, $7.25 ,
Hand Arnold,Clorox,950ML,0,1000,0,January,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,2138,2000,1,February,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,2618,3000,0,February,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,February,2019, $7.25 ,
Hand Arnold,Clorox,950ML,0,1250,0,February,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,900,2500,0,March,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,1452,3500,0,March,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,March,2019, $7.25 ,
Hand Arnold,Clorox,950ML,1759,1500,1,March,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,2359,2500,0,April,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,4439,3500,1,April,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,April,2019, $7.25 ,
Hand Arnold,Clorox,950ML,1464,1500,0,April,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,1379,3000,0,May ,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,1405,4000,0,May ,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,May ,2019, $7.25 ,
Hand Arnold,Clorox,950ML,1013,1800,0,May ,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,3361,2200,1,June,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,1827,2500,0,June,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,June,2019, $7.25 ,
Hand Arnold,Clorox,950ML,1766,1300,1,June,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,1917,2500,0,July,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,1799,3500,0,July,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,July,2019, $7.25 ,
Hand Arnold,Clorox,950ML,1722,1500,1,July,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,2894,2500,1,August,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,3383,3500,0,August,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,August,2019, $7.25 ,
Hand Arnold,Clorox,950ML,683,1500,0,August,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,2227,3000,0,September,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,2528,4000,0,September,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,September,2019, $7.25 ,
Hand Arnold,Clorox,950ML,1302,2000,0,September,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,2200,3500,0,October,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,0,4500,0,October,2019, $8.70 ,
Hand Arnold,Clorox,475ML,1154,0,1,October,2019, $7.25 ,
Hand Arnold,Clorox,950ML,2465,3000,0,October,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,3297,4000,0,November,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,6417,5000,1,November,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,November,2019, $7.25 ,
Hand Arnold,Clorox,950ML,1565,3500,0,November,2019, $7.08 ,
Hand Arnold,Clorox,1.89L,4225,3000,1,December,2019, $7.61 ,
Hand Arnold,Clorox,3.78L,5735,3500,1,December,2019, $8.70 ,
Hand Arnold,Clorox,475ML,0,0,1,December,2019, $7.25 ,
Hand Arnold,Clorox,950ML,1189,2000,0,December,2019, $7.08 ,
Hand Arnold,Klene,1.89L,156,150,1,January,2019, $8.63 ,
Hand Arnold,Klene,3.78L,288,225,1,January,2019, $9.49 ,
Hand Arnold,Klene,475ML,216,60,1,January,2019, $10.69 ,
Hand Arnold,Klene,950ML,52,150,0,January,2019, $8.72 ,
Hand Arnold,Klene,1.89L,312,175,1,February,2019, $8.63 ,
Hand Arnold,Klene,3.78L,0,250,0,February,2019, $9.49 ,
Hand Arnold,Klene,475ML,0,90,0,February,2019, $10.69 ,
Hand Arnold,Klene,950ML,0,175,0,February,2019, $8.72 ,
Hand Arnold,Klene,1.89L,0,200,0,March,2019, $8.63 ,
Hand Arnold,Klene,3.78L,324,275,1,March,2019, $9.49 ,
Hand Arnold,Klene,475ML,162,100,1,March,2019, $10.69 ,
Hand Arnold,Klene,950ML,336,200,1,March,2019, $8.72 ,
Hand Arnold,Klene,1.89L,104,200,0,April,2019, $8.63 ,
Hand Arnold,Klene,3.78L,288,275,1,April,2019, $9.49 ,
Hand Arnold,Klene,475ML,162,100,1,April,2019, $10.69 ,
Hand Arnold,Klene,950ML,168,200,0,April,2019, $8.72 ,
Hand Arnold,Klene,1.89L,300,250,1,May ,2019, $8.63 ,
Hand Arnold,Klene,3.78L,323,325,0,May ,2019, $9.49 ,
Hand Arnold,Klene,475ML,108,125,0,May ,2019, $10.69 ,
Hand Arnold,Klene,950ML,224,250,0,May ,2019, $8.72 ,
Hand Arnold,Klene,1.89L,97,175,0,June,2019, $8.63 ,
Hand Arnold,Klene,3.78L,144,250,0,June,2019, $9.49 ,
Hand Arnold,Klene,475ML,216,75,1,June,2019, $10.69 ,
Hand Arnold,Klene,950ML,56,175,0,June,2019, $8.72 ,
Hand Arnold,Klene,1.89L,180,200,0,July,2019, $8.63 ,
Hand Arnold,Klene,3.78L,324,275,1,July,2019, $9.49 ,
Hand Arnold,Klene,475ML,54,100,0,July,2019, $10.69 ,
Hand Arnold,Klene,950ML,168,200,0,July,2019, $8.72 ,
Hand Arnold,Klene,1.89L,360,200,1,August,2019, $8.63 ,
Hand Arnold,Klene,3.78L,360,275,1,August,2019, $9.49 ,
Hand Arnold,Klene,475ML,108,100,1,August,2019, $10.69 ,
Hand Arnold,Klene,950ML,224,200,1,August,2019, $8.72 ,
Hand Arnold,Klene,1.89L,120,250,0,September,2019, $8.63 ,
Hand Arnold,Klene,3.78L,360,350,1,September,2019, $9.49 ,
Hand Arnold,Klene,475ML,108,125,0,September,2019, $10.69 ,
Hand Arnold,Klene,950ML,224,225,0,September,2019, $8.72 ,
Hand Arnold,Klene,1.89L,180,300,0,October,2019, $8.63 ,
Hand Arnold,Klene,3.78L,396,400,0,October,2019, $9.49 ,
Hand Arnold,Klene,475ML,270,150,1,October,2019, $10.69 ,
Hand Arnold,Klene,950ML,280,275,1,October,2019, $8.72 ,
Hand Arnold,Klene,1.89L,120,350,0,November,2019, $8.63 ,
Hand Arnold,Klene,3.78L,360,450,0,November,2019, $9.49 ,
Hand Arnold,Klene,475ML,108,150,0,November,2019, $10.69 ,
Hand Arnold,Klene,950ML,112,275,0,November,2019, $8.72 ,
Hand Arnold,Klene,1.89L,0,250,0,December,2019, $8.63 ,
Hand Arnold,Klene,3.78L,0,350,0,December,2019, $9.49 ,
Hand Arnold,Klene,475ML,0,120,0,December,2019, $10.69 ,
Hand Arnold,Klene,950ML,0,200,0,December,2019, $8.72 ,
Happi Products Ltd,Sparklean,1.89L,2674,1250,1,January,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,2926,1800,1,January,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,2525,1300,1,January,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,1354,1600,0,January,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,1096,1500,0,February,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,1584,2000,0,February,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,0,1500,0,February,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,3098,1800,1,February,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,1560,1750,0,March,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,2901,2250,1,March,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,1825,1600,1,March,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,166,2000,0,March,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,1130,1750,0,April,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,3122,2250,1,April,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,1671,1600,1,April,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,1735,2000,0,April,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,2574,2000,1,May,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,2729,2500,1,May,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,2079,1800,1,May,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,2058,2200,0,May,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,2516,1750,1,June,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,973,2000,0,June,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,1236,1300,0,June,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,2271,1800,1,June,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,1840,1750,1,July,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,3130,2250,1,July,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,1256,1600,0,July,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,2597,2000,1,July,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,2291,1750,1,August,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,3942,2250,1,August,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,1203,1600,0,August,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,1793,2000,0,August,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,3742,2000,1,September,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,2292,2750,0,September,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,1688,2000,0,September,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,2392,2200,1,September,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,1657,2250,0,October,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,2765,3000,0,October,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,2529,2250,1,October,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,1993,2400,0,October,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,590,2500,0,November,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,3776,3000,1,November,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,2339,2500,0,November,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,1343,2600,0,November,2019, $4.45 ,
Happi Products Ltd,Sparklean,1.89L,2474,1600,1,December,2019, $4.49 ,
Happi Products Ltd,Sparklean,3.78L,3306,2500,1,December,2019, $6.63 ,
Happi Products Ltd,Sparklean,475ML,0,2000,0,December,2019, $4.69 ,
Happi Products Ltd,Sparklean,950ML,2716,2000,1,December,2019, $4.45 ,
Harmony Investments Ltd,Spotless,1.89L,300,300,1,February,2019, $6.02 ,
Harmony Investments Ltd,Spotless,3.78L,720,630,1,February,2019, $5.83 ,
Harmony Investments Ltd,Spotless,475ML,300,400,0,February,2019, $8.61 ,
Harmony Investments Ltd,Spotless,950ML,300,300,1,February,2019, $6.77 ,
Harmony Investments Ltd,Spotless,1.89L,0,140,0,May,2019, $6.02 ,
Harmony Investments Ltd,Spotless,3.78L,0,900,0,May,2019, $5.83 ,
Harmony Investments Ltd,Spotless,475ML,0,290,0,May,2019, $8.61 ,
Harmony Investments Ltd,Spotless,950ML,0,150,0,May,2019, $6.77 ,
Harmony Investments Ltd,Spotless,1.89L,300,0,1,June,2019, $6.02 ,
Harmony Investments Ltd,Spotless,3.78L,750,0,1,June,2019, $5.83 ,
Harmony Investments Ltd,Spotless,475ML,250,0,1,June,2019, $8.61 ,
Harmony Investments Ltd,Spotless,950ML,300,0,1,June,2019, $6.77 ,
Harmony Investments Ltd,Spotless,1.89L,0,300,0,September,2019, $6.02 ,
Harmony Investments Ltd,Spotless,3.78L,0,630,0,September,2019, $5.83 ,
Harmony Investments Ltd,Spotless,475ML,0,400,0,September,2019, $8.61 ,
Harmony Investments Ltd,Spotless,950ML,0,300,0,September,2019, $6.77 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,1.89L,300,0,1,January,2019, $5.75 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,3.78L,800,0,1,January,2019, $5.71 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,475ML,200,0,1,January,2019, $7.13 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,950ML,300,0,1,January,2019, $6.23 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,1.89L,0,350,0,February,2019, $5.75 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,3.78L,0,600,0,February,2019, $5.71 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,475ML,0,350,0,February,2019, $7.13 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,950ML,0,350,0,February,2019, $6.23 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,1.89L,350,0,1,March,2019, $5.75 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,3.78L,800,0,1,March,2019, $5.71 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,475ML,200,0,1,March,2019, $7.13 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,950ML,250,0,1,March,2019, $6.23 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,1.89L,0,350,0,April,2019, $5.75 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,3.78L,0,600,0,April,2019, $5.71 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,475ML,0,350,0,April,2019, $7.13 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,950ML,0,350,0,April,2019, $6.23 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,1.89L,0,350,0,May,2019, $5.75 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,3.78L,0,600,0,May,2019, $5.71 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,475ML,0,350,0,May,2019, $7.13 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,950ML,0,350,0,May,2019, $6.23 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,1.89L,250,0,1,June,2019, $5.75 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,3.78L,800,0,1,June,2019, $5.71 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,475ML,250,0,1,June,2019, $7.13 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,950ML,300,0,1,June,2019, $6.23 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,1.89L,350,100,1,July,2019, $5.75 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,3.78L,725,203,1,July,2019, $5.71 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,475ML,250,100,1,July,2019, $7.13 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,950ML,300,100,1,July,2019, $6.23 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,1.89L,300,350,0,October,2019, $5.75 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,3.78L,750,600,1,October,2019, $5.71 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,475ML,250,350,0,October,2019, $7.13 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,950ML,300,350,0,October,2019, $6.23 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,1.89L,300,0,1,November,2019, $5.75 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,3.78L,800,0,1,November,2019, $5.71 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,475ML,200,0,1,November,2019, $7.13 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,950ML,300,0,1,November,2019, $6.23 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,1.89L,0,350,0,December,2019, $5.75 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,3.78L,0,600,0,December,2019, $5.71 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,475ML,0,350,0,December,2019, $7.13 ,
Hubbards Jonas Browne & Hubbards Ltd,Supreme,950ML,0,350,0,December,2019, $6.23 ,
Kirk-FP Limited,Ajax,1.89L,1310,1380,0,January,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,1800,1740,1,January,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1440,1380,1,February,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,1700,1740,0,February,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1400,1380,1,March,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,1740,1740,1,March,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1965,1380,1,April,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,2700,1740,1,April,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1400,1380,1,May,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,1740,1740,1,May,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1400,1380,1,June,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,1740,1740,1,June,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1400,1380,1,July,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,1740,1740,1,July,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1400,1380,1,August,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,1740,1740,1,August,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1840,2070,0,September,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,1400,2610,0,September,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1400,2070,0,October,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,1740,2610,0,October,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1160,1380,0,November,2019, $6.63 ,
Kirk-FP Limited,Ajax,3.78L,1920,1740,1,November,2019, $6.16 ,
Kirk-FP Limited,Ajax,1.89L,1550,1380,1,December,2019, $6.63 ,
